Model,Split,Metric,n_samples,point_estimate,mean,std,ci_lower,ci_upper,Code
last,Train,MAPE,50958,4.066375603157313,4.067056082506146,0.019364680387032436,4.031574821113161,4.100428116768299,18
last,Train,R2,50958,0.5041516372320984,0.5038589366334638,0.0062869150845017855,0.4919199290322439,0.51542170003824,18
last,Train,MSE,50958,0.25973792225117615,0.25993221639644015,0.0023788913211930957,0.2552005858520916,0.2638577205468853,18
last,Train,MAE,33713,8.879635946549724,8.876200130492519,0.07536648041834108,8.727969798941892,9.023395277766216,19
last,Train,MAPE,33713,36.57679999207852,36.55049087938332,0.30706836551749067,36.00576994327369,37.173365451887776,19
last,Train,R2,33713,0.4215692483066894,0.4224485998439089,0.010113736891799353,0.40450135750600485,0.44353106100466033,19
last,Train,MSE,33713,243.13851316809442,241.6471129746439,4.43333188944439,232.59878844532034,248.97792720021405,19
last,Train,MAE,263,36.250950570342205,36.04954372623574,3.7196944989251515,28.92880228136882,42.188593155893535,20
last,Train,MAPE,263,38.34019244941432,38.502737413109045,3.420287318268901,32.94092852545049,46.247621828577294,20
last,Train,R2,263,0.4768720779384136,0.4760874870937976,0.1122366250633402,0.2543639717698261,0.6462216593072944,20
last,Train,MSE,263,5585.809885931559,5646.137946768061,1281.8887920641037,3320.280988593156,8201.42252851711,20
last,Train,MAE,32831,8.605144528037526,8.60924294112272,0.07144547428450429,8.479854025159149,8.760897855685176,21
last,Train,MAPE,32831,29.64080148189327,29.626598079535746,0.26426111613267517,29.142414010304698,30.088792956369105,21
last,Train,R2,32831,0.4481591350738412,0.44937567953247504,0.009962407960434266,0.4323231331176218,0.4691560854825451,21
last,Train,MSE,32831,222.18594468642442,221.6544441990801,4.101917766760691,214.58039752825076,228.77324346654078,21
last,Train,MAE,7810,55.39910371318822,55.35406402048656,0.8444672719952779,53.736643725992316,56.86047375160051,22
last,Train,MAPE,7810,20.724752583804783,20.685181619239312,0.29182476294240794,20.126623855005377,21.241959862764006,22
last,Train,R2,7810,0.5387991777973655,0.5365342775425708,0.01616604668561334,0.5037124699446847,0.5656277714656944,22
last,Train,MSE,7810,8523.395518565942,8559.299124199744,305.15552968355996,7975.873490717029,9112.502476792573,22
last,Train,MAE,26915,2.4903759970178663,2.490382706966715,0.021162576056755672,2.4525684110223196,2.5304480826471587,23
last,Train,MAPE,26915,13.454105942137428,13.4553088682309,0.12168029592609769,13.225390866738904,13.697676772319488,23
