subset,analyte,method,outcome,exposure,encoding,n,n_events,level,HR,HR_lower,HR_upper,p_value,p_fdr
all,TP,Cohen_m4,periop_infection,first,category,11834,482,low,1.387,1.148,1.675,0.00068,0.0049000808182667
all,TP,NORMA_q_age_set,periop_infection,first,binary,11834,482,abnormal,1.412,1.176,1.694,0.00021,0.0016244952533842
all,TP,NORMA_q_age_set,periop_infection,first,z,11834,482,z,1.332,1.171,1.514,1e-05,6.199436011243697e-05
all,TP,NORMA_q_age_set,periop_infection,first,category,11834,482,low,1.452,1.208,1.746,7e-05,0.000844184463024
all,TP,Cohen_m2,periop_infection,first,binary,11834,482,abnormal,1.202,1.003,1.44,0.04655,0.0831030363560276
all,TP,PerRI,periop_infection,first,category,11830,481,high,0.952,0.707,1.283,0.74741,0.8481855131499975
all,TP,PerRI,periop_infection,first,category,11830,481,low,1.41,1.158,1.717,0.00063,0.0046389759780075
all,TP,PerRI,periop_infection,first,z,11830,481,z,0.995,0.931,1.064,0.88944,0.9281071543273112
all,TP,PerRI,periop_infection,first,binary,11830,481,abnormal,1.279,1.061,1.541,0.00968,0.0248847062579255
all,TP,PopRI,periop_infection,first,z,11834,482,z,1.429,1.255,1.627,0.0,6.400782981025097e-07
all,PLT,NORMA_q_age_set,periop_infection,first,category,15902,526,low,1.396,1.154,1.69,0.0006,0.0045143544889295
all,TP,PopRI,periop_infection,first,binary,11834,482,abnormal,1.438,1.196,1.728,0.00011,0.0008655432872631
all,TBIL,NORMA_q_age_set_co,periop_infection,first,category,10597,462,high,1.273,1.021,1.588,0.03201,0.0937070487033246
all,TBIL,NORMA_q_age_set_co,periop_infection,first,category,10597,462,low,1.545,0.904,2.64,0.11188,0.2317338480044997
all,TBIL,NORMA_q_age_set_co,periop_infection,first,z,10597,462,z,1.053,0.934,1.187,0.39782,0.5054649852028424
all,TBIL,NORMA_q_age_set_co,periop_infection,first,binary,10597,462,abnormal,1.3,1.054,1.605,0.01447,0.0328918335101793
all,TBIL,NORMA_q_age,periop_infection,first,category,10597,462,high,1.267,1.021,1.571,0.03145,0.0927419426228791
all,TBIL,NORMA_q_age,periop_infection,first,category,10597,462,low,1.204,0.713,2.034,0.48736,0.639561743623828
all,TBIL,NORMA_q_age,periop_infection,first,z,10597,462,z,1.056,0.951,1.171,0.30881,0.4195122144426497
all,TBIL,NORMA_q_age,periop_infection,first,binary,10597,462,abnormal,1.259,1.025,1.547,0.02842,0.0538477311402047
all,TBIL,NORMA_334f7e21,periop_infection,first,category,10597,462,high,1.255,1.011,1.559,0.03922,0.1108110326713467
all,TP,Cohen_m3,periop_infection,first,category,11834,482,low,1.371,1.139,1.651,0.00086,0.0058914951566282
all,TP,Cohen_m3,periop_infection,first,category,11834,482,high,0.641,0.412,0.996,0.04793,0.1258728007363519
all,TP,Cohen_m4,periop_infection,first,binary,11834,482,abnormal,1.233,1.028,1.479,0.02396,0.0470571865505885
all,TP,Cohen_m4,periop_infection,first,z,11834,482,z,1.162,1.045,1.293,0.00566,0.0145501338064687
all,TP,NORMA_334f7e21,periop_infection,first,category,11834,482,low,1.445,1.203,1.735,8e-05,0.0009083086664417
all,TP,NORMA_334f7e21,periop_infection,first,z,11834,482,z,1.317,1.164,1.489,1e-05,6.053970221081053e-05
all,TP,NORMA_334f7e21,periop_infection,first,binary,11834,482,abnormal,1.447,1.206,1.736,7e-05,0.0006082505924393
all,TP,NORMA_q_age_set,periop_infection,first,category,11834,482,high,0.67,0.273,1.641,0.38041,0.5411505349899457
all,TP,Cohen_m2,periop_infection,first,category,11834,482,low,1.355,1.124,1.633,0.00144,0.0088159884936133
all,BUN,NORMA_334f7e21,periop_infection,first,category,12814,475,high,0.997,0.815,1.219,0.97627,0.9869822072593928
all,CA,Cohen_m4,periop_infection,first,category,12394,482,low,1.704,1.393,2.085,0.0,6.332334669251957e-06
all,CA,Cohen_m4,periop_infection,first,category,12394,482,high,1.592,1.083,2.34,0.01793,0.0584181699449646
all,ALP,NORMA_q_age,periop_infection,first,binary,11338,488,abnormal,1.324,1.066,1.644,0.01114,0.0273413938874718
all,ALP,NORMA_334f7e21,periop_infection,first,category,11338,488,high,1.243,0.983,1.571,0.06875,0.1693590722841655
all,ALP,NORMA_334f7e21,periop_infection,first,category,11338,488,low,1.274,0.715,2.269,0.41148,0.563520079954464
all,ALP,NORMA_334f7e21,periop_infection,first,z,11338,488,z,1.111,0.97,1.273,0.12855,0.202680691392067
all,ALP,NORMA_334f7e21,periop_infection,first,binary,11338,488,abnormal,1.247,0.998,1.558,0.05249,0.0892799460854321
all,ALP,NORMA_q_age_set,periop_infection,first,category,11338,488,high,1.105,0.882,1.386,0.38512,0.5421265116283469
all,ALP,NORMA_q_age_set,periop_infection,first,category,11338,488,low,1.323,0.743,2.355,0.34156,0.5110779320019456
all,ALP,NORMA_q_age_set,periop_infection,first,z,11338,488,z,1.09,0.976,1.217,0.12539,0.1991440479374064
all,ALP,NORMA_q_age_set,periop_infection,first,binary,11338,488,abnormal,1.126,0.908,1.397,0.28087,0.3486719364951915
all,ALT,PerRI,periop_infection,first,z,9478,462,z,1.029,0.993,1.067,0.11456,0.1884379725981541
all,ALT,PerRI,periop_infection,first,category,9478,462,high,1.475,1.191,1.827,0.00037,0.0028726788327011
all,ALP,NORMA_q_age,periop_infection,first,z,11338,488,z,1.137,0.992,1.305,0.06585,0.1195243129527637
all,ALT,Gaussian_eb,periop_infection,first,category,9518,463,low,1.115,0.88,1.412,0.3685,0.5293046123176925
all,ALT,Gaussian_eb,periop_infection,first,z,9518,463,z,1.012,0.92,1.114,0.80251,0.8751771101030578
all,ALT,Gaussian_eb,periop_infection,first,binary,9518,463,abnormal,1.167,0.967,1.409,0.10682,0.1591279325383804
all,ALT,Gaussian_trunc,periop_infection,first,category,9518,463,high,1.238,1.005,1.526,0.0448,0.1206564620111641
all,ALT,Gaussian_trunc,periop_infection,first,category,9518,463,low,1.122,0.866,1.452,0.38445,0.5421265116283469
all,ALT,Gaussian_trunc,periop_infection,first,z,9518,463,z,0.995,0.915,1.083,0.91381,0.9399201107651473
all,ALT,Gaussian_trunc,periop_infection,first,binary,9518,463,abnormal,1.195,0.993,1.438,0.05917,0.0960923749266881
all,ALT,Gaussian_mle,periop_infection,first,category,9518,463,high,1.217,0.956,1.55,0.11066,0.2316622642916692
all,ALT,Gaussian_mle,periop_infection,first,category,9518,463,low,1.111,0.877,1.407,0.38263,0.5421265116283469
all,ALT,Gaussian_mle,periop_infection,first,z,9518,463,z,1.031,0.938,1.134,0.52242,0.6132746477932961
all,ALT,Gaussian_mle,periop_infection,first,binary,9518,463,abnormal,1.16,0.961,1.401,0.1215,0.1715345881322804
all,ALT,Cohen_m4,periop_infection,first,category,9518,463,high,1.437,1.094,1.887,0.00922,0.0345043036474921
all,ALT,Cohen_m2,periop_infection,first,binary,9518,463,abnormal,1.166,0.965,1.408,0.11109,0.1621265460037494
all,ALP,NORMA_q_age,periop_infection,first,category,11338,488,low,1.724,1.044,2.848,0.03336,0.0955808766033968
all,ALP,NORMA_q_age,periop_infection,first,category,11338,488,high,1.272,1.01,1.602,0.04133,0.113575794705845
all,ALP,NORMA_q_age_set_co,periop_infection,first,binary,11338,488,abnormal,1.239,1.0,1.535,0.05052,0.0866052924324514
all,AST,Gaussian_trunc,periop_infection,first,z,9408,460,z,0.969,0.885,1.061,0.49663,0.592668905079697
all,AST,Gaussian_trunc,periop_infection,first,binary,9408,460,abnormal,1.015,0.827,1.247,0.88665,0.9251992890891054
all,AST,Gaussian_mle,periop_infection,first,category,9408,460,high,1.124,0.852,1.484,0.40934,0.5624926680840869
all,AST,Gaussian_mle,periop_infection,first,category,9408,460,low,0.561,0.278,1.131,0.10605,0.2315876199679862
all,AST,Gaussian_mle,periop_infection,first,z,9408,460,z,0.949,0.829,1.085,0.44133,0.5489274900123157
all,AST,Gaussian_mle,periop_infection,first,binary,9408,460,abnormal,1.002,0.77,1.302,0.98961,0.992160384028195
all,AST,Cohen_m4,periop_infection,first,category,9408,460,high,1.287,0.976,1.697,0.07371,0.1783211097333394
all,AST,Cohen_m4,periop_infection,first,category,9408,460,low,0.846,0.634,1.13,0.25852,0.4211433480492122
all,AST,Cohen_m4,periop_infection,first,z,9408,460,z,0.991,0.837,1.172,0.91253,0.9399201107651473
all,AST,Cohen_m4,periop_infection,first,binary,9408,460,abnormal,1.033,0.835,1.279,0.76206,0.826204255223606
all,AST,Cohen_m3,periop_infection,first,category,9408,460,high,1.251,0.95,1.648,0.11113,0.2316622642916692
all,AST,Cohen_m3,periop_infection,first,category,9408,460,low,0.935,0.757,1.155,0.53513,0.6877103137467835
all,AST,Cohen_m3,periop_infection,first,z,9408,460,z,1.007,0.871,1.163,0.92738,0.944875966079906
all,ALT,NORMA_q_age_set,periop_infection,first,z,9518,463,z,1.14,1.01,1.286,0.03385,0.0700673105231555
all,ALT,NORMA_q_age_set,periop_infection,first,binary,9518,463,abnormal,1.27,1.052,1.533,0.01281,0.0304117863177253
all,ALT,Gaussian_eb,periop_infection,first,category,9518,463,high,1.229,0.965,1.565,0.09435,0.2153626575274499
all,ALT,PerRI,periop_infection,first,category,9478,462,low,1.216,0.961,1.538,0.10292,0.2285763020568213
all,ALT,PerRI,periop_infection,first,binary,9478,462,abnormal,1.354,1.122,1.633,0.00154,0.0071448695375082
all,ALT,PopRI,periop_infection,first,category,9518,463,high,1.36,1.042,1.776,0.0238,0.0737998893815988
all,ALT,PopRI,periop_infection,first,category,9518,463,low,1.087,0.851,1.389,0.50245,0.6506078611917372
all,ALT,PopRI,periop_infection,first,z,9518,463,z,1.139,0.929,1.397,0.21175,0.3111356145453643
all,ALT,PopRI,periop_infection,first,binary,9518,463,abnormal,1.195,0.982,1.454,0.07492,0.1172658554410132
all,ALP,NORMA_q_age_set_co,periop_infection,first,category,11338,488,high,1.207,0.958,1.52,0.11124,0.2316622642916692
all,ALP,NORMA_q_age_set_co,periop_infection,first,category,11338,488,low,1.419,0.892,2.258,0.13945,0.2748230684604263
all,ALP,NORMA_q_age_set_co,periop_infection,first,z,11338,488,z,1.152,1.015,1.309,0.0291,0.0622320106548649
all,ALT,Cohen_m4,periop_infection,first,category,9518,463,low,1.163,0.938,1.442,0.16824,0.3146761880678524
all,ALT,Cohen_m4,periop_infection,first,z,9518,463,z,1.214,1.013,1.456,0.03572,0.0727786354476034
all,ALT,Cohen_m4,periop_infection,first,binary,9518,463,abnormal,1.245,1.031,1.503,0.02251,0.0454495476428688
all,ALT,Cohen_m3,periop_infection,first,category,9518,463,high,1.366,1.03,1.811,0.03017,0.0896132717795766
all,BUN,NORMA_q_age,periop_infection,first,z,12814,475,z,0.996,0.92,1.078,0.92169,0.9435358275815195
all,BUN,NORMA_q_age,periop_infection,first,binary,12814,475,abnormal,0.997,0.832,1.195,0.97554,0.9892765983401992
all,CA,Cohen_m3,periop_infection,first,category,12394,482,low,1.666,1.366,2.032,0.0,1.2692153853491502e-05
all,CA,Cohen_m4,periop_infection,first,binary,12394,482,abnormal,1.689,1.389,2.053,0.0,3.1629918043047844e-06
all,BUN,NORMA_334f7e21,periop_infection,first,category,12814,475,low,0.934,0.707,1.234,0.63014,0.7554195187583626
all,CA,Cohen_m4,periop_infection,first,z,12394,482,z,1.357,1.221,1.507,0.0,1.809084005200964e-07
all,CA,NORMA_334f7e21,periop_infection,first,category,12394,482,low,1.619,1.334,1.964,0.0,2.3966005627785022e-05
all,CA,NORMA_334f7e21,periop_infection,first,z,12394,482,z,1.38,1.227,1.552,0.0,6.519384333021618e-07
all,CA,NORMA_334f7e21,periop_infection,first,binary,12394,482,abnormal,1.609,1.327,1.951,0.0,1.7112248164366774e-05
all,CA,NORMA_q_age_set,periop_infection,first,category,12394,482,high,1.565,0.642,3.813,0.32417,0.4941996818659362
all,CA,NORMA_q_age_set,periop_infection,first,category,12394,482,low,1.677,1.38,2.037,0.0,5.9479797831928005e-06
all,CA,NORMA_q_age_set,periop_infection,first,z,12394,482,z,1.439,1.277,1.622,0.0,5.3251659226183936e-08
all,CA,NORMA_q_age_set,periop_infection,first,binary,12394,482,abnormal,1.674,1.38,2.032,0.0,3.563306377557268e-06
all,CA,Gaussian_eb,periop_infection,first,category,12394,482,high,0.766,0.51,1.152,0.20008,0.3529717480400505
all,CA,Gaussian_eb,periop_infection,first,category,12394,482,low,1.469,1.205,1.792,0.00015,0.0013718765559302
all,CA,Gaussian_eb,periop_infection,first,z,12394,482,z,1.047,0.988,1.11,0.12169,0.1951508644074726
all,CA,Gaussian_eb,periop_infection,first,binary,12394,482,abnormal,1.341,1.106,1.626,0.00283,0.0105224814220693
all,CA,Gaussian_trunc,periop_infection,first,category,12394,482,high,1.158,0.903,1.484,0.24784,0.4086801922239498
all,CA,Gaussian_trunc,periop_infection,first,category,12394,482,low,1.611,1.277,2.033,6e-05,0.0007183114508053
all,CA,Gaussian_trunc,periop_infection,first,z,12394,482,z,1.047,0.994,1.103,0.08422,0.1443777487551589
all,CA,Gaussian_trunc,periop_infection,first,binary,12394,482,abnormal,1.385,1.119,1.715,0.0028,0.0105224814220693
all,CA,Gaussian_mle,periop_infection,first,category,12394,482,high,0.753,0.418,1.357,0.34471,0.5119961549297544
all,CA,Gaussian_mle,periop_infection,first,category,12394,482,low,1.556,1.278,1.894,1e-05,0.0001860626484963
all,CA,Gaussian_mle,periop_infection,first,z,12394,482,z,1.111,1.054,1.171,8e-05,0.0003306061772002
all,CA,Gaussian_mle,periop_infection,first,binary,12394,482,abnormal,1.476,1.217,1.79,8e-05,0.0006488226705404
all,BUN,NORMA_q_age,periop_infection,first,category,12814,475,low,0.957,0.724,1.264,0.75704,0.8519344507437105
all,AST,Gaussian_trunc,periop_infection,first,category,9408,460,high,1.12,0.882,1.423,0.3534,0.5172894875199711
all,BUN,NORMA_q_age,periop_infection,first,category,12814,475,high,1.015,0.83,1.24,0.88755,0.9436025533714542
all,BUN,NORMA_q_age_set_co,periop_infection,first,z,12814,475,z,0.985,0.902,1.075,0.72842,0.8110211285242555
all,ALT,Cohen_m3,periop_infection,first,category,9518,463,low,1.081,0.886,1.321,0.4427,0.6001771034668172
all,ALT,Cohen_m3,periop_infection,first,z,9518,463,z,1.141,0.979,1.33,0.09137,0.1541901044242045
all,ALT,Cohen_m3,periop_infection,first,binary,9518,463,abnormal,1.143,0.949,1.376,0.15887,0.2118204154615233
all,ALT,Cohen_m2,periop_infection,first,category,9518,463,high,1.23,0.958,1.58,0.10479,0.2300836526133692
all,ALT,Cohen_m2,periop_infection,first,category,9518,463,low,1.12,0.891,1.408,0.33292,0.501870268750122
all,ALT,Cohen_m2,periop_infection,first,z,9518,463,z,1.25,1.072,1.458,0.00435,0.0117515371774168
all,AST,NORMA_q_age_set,periop_infection,first,category,9408,460,low,0.594,0.221,1.595,0.30129,0.4698834782515487
all,AST,NORMA_q_age_set,periop_infection,first,category,9408,460,high,1.224,0.924,1.62,0.1584,0.3038905247830007
all,AST,NORMA_334f7e21,periop_infection,first,binary,9408,460,abnormal,1.084,0.821,1.432,0.56819,0.6598360188625331
all,CA,Cohen_m3,periop_infection,first,category,12394,482,high,1.364,0.886,2.102,0.15872,0.3038905247830007
all,CA,Cohen_m3,periop_infection,first,z,12394,482,z,1.484,1.29,1.707,0.0,3.760480064409298e-07
all,CA,Cohen_m3,periop_infection,first,binary,12394,482,abnormal,1.628,1.343,1.975,0.0,1.1854911620184382e-05
all,CA,Cohen_m2,periop_infection,first,category,12394,482,high,1.087,0.755,1.565,0.65421,0.773782673438663
all,CA,Cohen_m2,periop_infection,first,category,12394,482,low,1.616,1.319,1.98,0.0,6.866607580816382e-05
all,CA,Cohen_m2,periop_infection,first,z,12394,482,z,1.316,1.146,1.512,0.0001,0.0004067486937964
all,CA,Cohen_m2,periop_infection,first,binary,12394,482,abnormal,1.516,1.246,1.844,3e-05,0.0003098655596181
all,CA,PerRI,periop_infection,first,category,12390,482,high,1.481,1.089,2.016,0.01243,0.0444532465814012
all,CA,PerRI,periop_infection,first,category,12390,482,low,1.703,1.38,2.102,0.0,1.7698455522626532e-05
all,CA,PerRI,periop_infection,first,z,12390,482,z,1.067,1.004,1.135,0.03825,0.0772159326102092
all,CA,PerRI,periop_infection,first,binary,12390,482,abnormal,1.658,1.352,2.032,0.0,1.580505832095635e-05
all,CA,PopRI,periop_infection,first,category,12394,482,low,1.615,1.332,1.958,0.0,2.3966005627785022e-05
all,CA,PopRI,periop_infection,first,z,12394,482,z,1.441,1.258,1.65,0.0,8.937652705641116e-07
all,CA,PopRI,periop_infection,first,binary,12394,482,abnormal,1.615,1.332,1.958,0.0,1.5429580148112368e-05
all,BUN,NORMA_q_age_set_co,periop_infection,first,category,12814,475,high,1.006,0.822,1.231,0.95663,0.9831683927607776
all,BUN,NORMA_q_age_set_co,periop_infection,first,category,12814,475,low,0.955,0.726,1.256,0.74181,0.8442041871729605
all,BUN,NORMA_q_age_set_co,periop_infection,first,binary,12814,475,abnormal,0.99,0.826,1.187,0.91167,0.9422076849894916
all,CO2,Cohen_m3,periop_infection,first,z,7239,408,z,1.032,0.948,1.123,0.46771,0.5675585942576592
all,CO2,Cohen_m3,periop_infection,first,category,7239,408,low,0.988,0.792,1.232,0.9125,0.9575318936638516
all,CO2,Cohen_m3,periop_infection,first,category,7239,408,high,1.329,1.022,1.728,0.03391,0.0964625339303293
all,PLT,NORMA_q_age_set,unplanned_icu,window_any,z,8056,32,z,1.307,1.053,1.621,0.01503,0.0605817099253819
all,PLT,NORMA_q_age_set,unplanned_icu,window_any,binary,8056,32,abnormal,3.235,1.592,6.571,0.00117,0.0140314632101391
all,PLT,Gaussian_eb,unplanned_icu,window_any,category,8056,32,low,4.362,2.165,8.789,4e-05,0.0009922590367105
all,PLT,Gaussian_eb,unplanned_icu,window_any,z,8056,32,z,0.985,0.681,1.426,0.93774,0.9785108475559424
all,TP,Gaussian_mle,unplanned_icu,window_any,binary,6100,37,abnormal,0.644,0.33,1.258,0.19754,0.4587927158278572
all,TP,Gaussian_mle,unplanned_icu,window_any,z,6100,37,z,1.08,0.887,1.316,0.44397,0.6975355656449339
all,TP,Gaussian_mle,unplanned_icu,window_any,category,6100,37,low,0.63,0.314,1.262,0.19226,0.5057955058959172
all,ALB,PerRI,periop_infection,window_any,category,9526,440,low,2.017,1.571,2.59,0.0,1.240752058912871e-06
all,ALB,PerRI,periop_infection,window_any,binary,9526,440,abnormal,1.888,1.482,2.407,0.0,3.718091930583496e-06
all,ALB,PopRI,periop_infection,window_any,category,9532,440,low,2.114,1.69,2.645,0.0,3.383705122010673e-09
all,ALB,PopRI,periop_infection,window_any,z,9532,440,z,2.334,1.912,2.85,0.0,4.843680073517972e-15
all,PLT,NORMA_q_age_set,unplanned_icu,window_any,category,8056,32,low,5.409,2.657,11.014,0.0,0.0001597443778512
all,ALB,PopRI,periop_infection,window_any,binary,9532,440,abnormal,2.114,1.69,2.645,0.0,2.414906405444076e-09
all,WBC,NORMA_q_age_set_co,unplanned_icu,window_any,category,8085,36,low,4.363,1.949,9.765,0.00034,0.0048865706413681
all,WBC,NORMA_q_age_set_co,unplanned_icu,window_any,z,8085,36,z,1.692,1.393,2.056,0.0,1.2403105046402274e-05
all,WBC,NORMA_q_age_set_co,unplanned_icu,window_any,binary,8085,36,abnormal,3.566,1.718,7.404,0.00065,0.0114517003397588
all,WBC,NORMA_q_age,unplanned_icu,window_any,category,8085,36,high,2.896,1.226,6.842,0.01536,0.093777652946996
all,WBC,NORMA_q_age,unplanned_icu,window_any,category,8085,36,low,4.832,2.162,10.801,0.00012,0.0024048119592931
all,WBC,NORMA_q_age,unplanned_icu,window_any,z,8085,36,z,1.647,1.341,2.023,0.0,7.054515313399314e-05
all,WBC,NORMA_q_age,unplanned_icu,window_any,binary,8085,36,abnormal,3.768,1.815,7.823,0.00037,0.010074837371162
all,WBC,NORMA_334f7e21,unplanned_icu,window_any,category,8085,36,high,3.22,1.354,7.66,0.00817,0.0547588718322292
all,WBC,NORMA_334f7e21,unplanned_icu,window_any,category,8085,36,low,5.155,2.246,11.832,0.00011,0.0023426855766146
all,WBC,NORMA_334f7e21,unplanned_icu,window_any,z,8085,36,z,1.603,1.312,1.958,0.0,0.0001015407423871
all,WBC,NORMA_334f7e21,unplanned_icu,window_any,binary,8085,36,abnormal,4.066,1.91,8.655,0.00027,0.0084524068055583
all,WBC,NORMA_q_age_set_co,unplanned_icu,window_any,category,8085,36,high,2.862,1.212,6.756,0.01646,0.0987330236973612
all,PLT,NORMA_334f7e21,unplanned_icu,window_any,binary,8056,32,abnormal,3.409,1.679,6.921,0.00069,0.0114517003397588
all,PLT,NORMA_334f7e21,unplanned_icu,window_any,z,8056,32,z,1.348,1.105,1.644,0.00324,0.019977867742213
all,PLT,NORMA_334f7e21,unplanned_icu,window_any,category,8056,32,low,5.429,2.666,11.057,0.0,0.0001597443778512
all,PLT,Cohen_m2,unplanned_icu,window_any,binary,8056,32,abnormal,3.265,1.539,6.924,0.00204,0.0207052355964731
all,PLT,PerRI,unplanned_icu,window_any,category,8037,32,high,0.775,0.327,1.836,0.56284,0.7877401079293873
all,PLT,PerRI,unplanned_icu,window_any,category,8037,32,low,1.687,0.737,3.859,0.21587,0.5468689657389701
all,PLT,PerRI,unplanned_icu,window_any,z,8037,32,z,0.945,0.823,1.085,0.42183,0.6919650074474175
all,PLT,PerRI,unplanned_icu,window_any,binary,8037,32,abnormal,1.093,0.535,2.234,0.8071,0.9578796182511892
all,PLT,PopRI,unplanned_icu,window_any,category,8056,32,low,5.922,2.939,11.932,0.0,0.0001597443778512
all,PLT,PopRI,unplanned_icu,window_any,z,8056,32,z,6.771,3.226,14.211,0.0,2.316977995481273e-05
all,PLT,PopRI,unplanned_icu,window_any,binary,8056,32,abnormal,5.922,2.939,11.932,0.0,0.0001399454449363
all,PLT,Gaussian_trunc,unplanned_icu,window_any,z,8056,32,z,0.995,0.709,1.395,0.97526,0.9889910964049724
all,PLT,Gaussian_trunc,unplanned_icu,window_any,category,8056,32,high,0.677,0.245,1.873,0.4524,0.7332785884219397
all,TBIL,Cohen_m2,unplanned_icu,window_any,binary,5342,50,abnormal,1.969,1.104,3.512,0.02173,0.1471825357951437
all,PLT,Gaussian_eb,unplanned_icu,window_any,binary,8056,32,abnormal,1.878,0.935,3.772,0.07642,0.270607197323642
all,TBIL,PerRI,unplanned_icu,window_any,category,5340,50,high,2.972,1.62,5.452,0.00044,0.0055162260001908
all,TBIL,PerRI,unplanned_icu,window_any,category,5340,50,low,2.171,0.918,5.133,0.0774,0.3077958688661775
all,TBIL,PerRI,unplanned_icu,window_any,z,5340,50,z,1.304,1.189,1.431,0.0,4.3031283092169264e-06
all,TBIL,PerRI,unplanned_icu,window_any,binary,5340,50,abnormal,2.725,1.543,4.814,0.00055,0.0114517003397588
all,TBIL,PopRI,unplanned_icu,window_any,category,5342,50,high,2.747,1.485,5.081,0.00128,0.0125294740733082
all,TBIL,PopRI,unplanned_icu,window_any,z,5342,50,z,1.702,1.262,2.295,0.00049,0.0045946049132205
all,TBIL,PopRI,unplanned_icu,window_any,binary,5342,50,abnormal,2.747,1.485,5.081,0.00128,0.0145772274537104
all,PLT,NORMA_q_age_set_co,unplanned_icu,window_any,category,8056,32,low,4.911,2.412,9.999,1e-05,0.0003920178906866
all,PLT,NORMA_q_age_set_co,unplanned_icu,window_any,z,8056,32,z,1.301,1.043,1.622,0.01959,0.0742337496908892
all,PLT,NORMA_q_age_set_co,unplanned_icu,window_any,binary,8056,32,abnormal,3.042,1.497,6.183,0.00211,0.0207052355964731
all,PLT,NORMA_q_age,unplanned_icu,window_any,category,8056,32,low,5.438,2.674,11.061,0.0,0.0001597443778512
all,PLT,NORMA_q_age,unplanned_icu,window_any,z,8056,32,z,1.312,1.057,1.628,0.01386,0.0598928668072966
all,PLT,NORMA_q_age,unplanned_icu,window_any,binary,8056,32,abnormal,3.452,1.701,7.005,0.0006,0.0114517003397588
all,WBC,NORMA_q_age_set,unplanned_icu,window_any,category,8085,36,high,2.842,1.204,6.706,0.01711,0.099159619743249
all,PLT,Cohen_m2,unplanned_icu,window_any,z,8056,32,z,1.253,0.694,2.26,0.45415,0.6975355656449339
all,WBC,NORMA_q_age_set,unplanned_icu,window_any,category,8085,36,low,5.336,2.381,11.955,5e-05,0.0011578531637167
all,WBC,NORMA_q_age_set,unplanned_icu,window_any,binary,8085,36,abnormal,3.884,1.871,8.064,0.00027,0.0084524068055583
all,WBC,PopRI,unplanned_icu,window_any,category,8085,36,high,3.188,1.378,7.378,0.00676,0.0481612420447084
all,WBC,PopRI,unplanned_icu,window_any,z,8085,36,z,2.558,1.726,3.792,0.0,9.022312668282944e-05
all,WBC,PopRI,unplanned_icu,window_any,binary,8085,36,abnormal,4.229,2.079,8.603,7e-05,0.007461923004118
all,TP,NORMA_q_age_set_co,unplanned_icu,window_any,category,6100,37,low,0.701,0.355,1.385,0.30678,0.6640367699006193
all,TP,NORMA_q_age_set_co,unplanned_icu,window_any,z,6100,37,z,0.876,0.549,1.397,0.5788,0.7826184038029462
all,TP,NORMA_q_age_set_co,unplanned_icu,window_any,binary,6100,37,abnormal,0.637,0.323,1.257,0.19324,0.4536971657820502
all,TP,NORMA_q_age,unplanned_icu,window_any,category,6100,37,low,0.65,0.325,1.302,0.22419,0.559664133818044
all,TP,NORMA_q_age,unplanned_icu,window_any,z,6100,37,z,0.803,0.471,1.37,0.42149,0.6919650074474175
all,TP,NORMA_q_age,unplanned_icu,window_any,binary,6100,37,abnormal,0.591,0.295,1.181,0.13643,0.3476004768593522
all,TP,NORMA_334f7e21,unplanned_icu,window_any,category,6100,37,low,0.72,0.365,1.423,0.34518,0.6959429122772046
all,TP,NORMA_334f7e21,unplanned_icu,window_any,z,6100,37,z,0.836,0.512,1.364,0.47292,0.7044841736979196
all,TP,Gaussian_trunc,unplanned_icu,window_any,binary,6100,37,abnormal,0.518,0.27,0.992,0.04736,0.227306261022358
all,TP,NORMA_334f7e21,unplanned_icu,window_any,binary,6100,37,abnormal,0.668,0.338,1.319,0.24504,0.5069958995062219
all,TP,NORMA_q_age_set,unplanned_icu,window_any,z,6100,37,z,0.854,0.522,1.396,0.52835,0.7458926773925519
all,TP,NORMA_q_age_set,unplanned_icu,window_any,binary,6100,37,abnormal,0.667,0.338,1.317,0.24329,0.5069958995062219
all,TP,Gaussian_eb,unplanned_icu,window_any,category,6100,37,high,1.235,0.422,3.612,0.69958,0.8706080343000899
all,TP,Gaussian_eb,unplanned_icu,window_any,category,6100,37,low,0.683,0.334,1.396,0.29578,0.6443128207875536
all,TP,Gaussian_eb,unplanned_icu,window_any,z,6100,37,z,1.05,0.84,1.314,0.66745,0.8099338589084776
all,TP,Gaussian_eb,unplanned_icu,window_any,binary,6100,37,abnormal,0.771,0.4,1.484,0.43637,0.6925522048217003
all,TP,Gaussian_trunc,unplanned_icu,window_any,category,6100,37,low,0.716,0.343,1.492,0.37262,0.7124053789322317
all,TP,Gaussian_trunc,unplanned_icu,window_any,z,6100,37,z,0.886,0.682,1.152,0.36695,0.6550475099250238
all,WBC,PopRI,unplanned_icu,window_any,category,8085,36,low,5.685,2.566,12.593,2e-05,0.0005262305937055
all,WBC,PerRI,unplanned_icu,window_any,binary,8081,36,abnormal,3.489,1.527,7.971,0.00303,0.0279594684565108
all,WBC,Gaussian_trunc,unplanned_icu,window_any,category,8085,36,high,2.927,1.211,7.072,0.01706,0.099159619743249
all,TP,NORMA_q_age_set,unplanned_icu,window_any,category,6100,37,low,0.658,0.329,1.318,0.23769,0.5684662958198553
all,WBC,Gaussian_eb,unplanned_icu,window_any,binary,8085,36,abnormal,3.402,1.639,7.059,0.00101,0.0136816286318539
