subset,outcome,analyte,method,n,n_events,auc,auc_lo,auc_hi,auc_base,auc_adj,auc_gain,prevalence,ap,ap_lift,delta_vs_norma,p_vs_norma
pop_normal,prolonged_los,CRE,Cohen_m4,33932,24516,0.5524,0.5457,0.5591,0.5467,0.57,0.0233,0.7225,0.7621,1.055,0.0119,0.001267
pop_normal,prolonged_los,CRE,Gaussian_eb,33932,24516,0.535,0.5282,0.5418,0.5467,0.5546,0.0078,0.7225,0.7476,1.035,-0.0055,0.052025
pop_normal,prolonged_los,CRE,Gaussian_mle,33385,24112,0.5107,0.5037,0.5176,0.5455,0.5461,0.0006,0.7222,0.7295,1.01,-0.0306,0.0
pop_normal,prolonged_los,CRE,Gaussian_trunc,33385,24112,0.5254,0.5185,0.5323,0.5455,0.5526,0.0071,0.7222,0.7349,1.018,-0.0159,8e-06
pop_normal,prolonged_los,CRE,NORMA_334f7e21,33932,24516,0.5327,0.5257,0.5396,0.5467,0.5544,0.0076,0.7225,0.74,1.024,-0.0078,0.0
pop_normal,prolonged_los,CRE,NORMA_q_age,33932,24516,0.5312,0.5242,0.5381,0.5467,0.5533,0.0066,0.7225,0.7384,1.022,-0.0093,0.0
pop_normal,prolonged_los,CRE,NORMA_q_age_set,33932,24516,0.5405,0.5336,0.5474,0.5467,0.5573,0.0105,0.7225,0.7446,1.031,,
pop_normal,prolonged_los,CRE,NORMA_q_age_set_co,33932,24516,0.5336,0.5267,0.5406,0.5467,0.5546,0.0078,0.7225,0.7397,1.024,-0.0068,2e-06
pop_normal,prolonged_los,CRE,PerRI,33886,24489,0.5131,0.5062,0.5199,0.5417,0.5446,0.0029,0.7227,0.7335,1.015,-0.0272,0.0
pop_normal,prolonged_los,CRE,PopRI,33932,24516,0.5858,0.5791,0.5926,0.5467,0.6003,0.0535,0.7225,0.7724,1.069,0.0454,0.0
pop_normal,prolonged_los,GLU,Cohen_m2,16645,12405,0.55,0.54,0.56,0.4932,0.5513,0.0582,0.7453,0.7716,1.035,0.0104,0.090681
pop_normal,prolonged_los,GLU,Cohen_m3,16645,12405,0.5763,0.5665,0.586,0.4932,0.5835,0.0903,0.7453,0.7944,1.066,0.0367,0.0
pop_normal,prolonged_los,GLU,Cohen_m4,16645,12405,0.6244,0.6149,0.6339,0.4932,0.6323,0.1392,0.7453,0.8223,1.103,0.0848,0.0
pop_normal,prolonged_los,GLU,Gaussian_eb,16645,12405,0.5416,0.5316,0.5515,0.4932,0.5293,0.0361,0.7453,0.7736,1.038,0.002,0.651706
pop_normal,prolonged_los,GLU,Gaussian_mle,15537,11608,0.5341,0.5236,0.5445,0.5077,0.5316,0.0239,0.7471,0.7624,1.02,-0.0082,0.113656
pop_normal,prolonged_los,GLU,Gaussian_trunc,15537,11608,0.5224,0.512,0.5329,0.5077,0.521,0.0133,0.7471,0.7563,1.012,-0.0198,0.000439
pop_normal,prolonged_los,GLU,NORMA_334f7e21,16645,12405,0.5188,0.5087,0.529,0.4932,0.5037,0.0106,0.7453,0.7503,1.007,-0.0207,0.0
pop_normal,prolonged_los,GLU,NORMA_q_age,16645,12405,0.545,0.535,0.555,0.4932,0.5326,0.0394,0.7453,0.7663,1.028,0.0054,0.023001
pop_normal,prolonged_los,GLU,NORMA_q_age_set,16645,12405,0.5396,0.5295,0.5496,0.4932,0.5261,0.0329,0.7453,0.7634,1.024,,
pop_normal,prolonged_los,GLU,NORMA_q_age_set_co,16645,12405,0.5061,0.4959,0.5163,0.4932,0.4973,0.0041,0.7453,0.7445,0.999,-0.0335,0.0
pop_normal,prolonged_los,GLU,PerRI,16632,12394,0.4993,0.4889,0.5097,0.5007,0.5121,0.0114,0.7452,0.7332,0.984,-0.0401,0.0
pop_normal,prolonged_los,GLU,PopRI,16645,12405,0.5291,0.5199,0.5384,0.4932,0.5178,0.0246,0.7453,0.7571,1.016,-0.0104,0.032376
pop_normal,prolonged_los,HCT,Cohen_m2,14388,9744,0.5616,0.5517,0.5715,0.5163,0.5672,0.0509,0.6772,0.7235,1.068,0.0548,0.0
pop_normal,prolonged_los,HCT,Cohen_m3,14388,9744,0.5391,0.5289,0.5492,0.5163,0.5445,0.0282,0.6772,0.6913,1.021,0.0322,1e-06
pop_normal,prolonged_los,HCT,Cohen_m4,14388,9744,0.5538,0.544,0.5636,0.5163,0.5673,0.051,0.6772,0.7293,1.077,0.047,0.0
pop_normal,prolonged_los,HCT,Gaussian_eb,14388,9744,0.5379,0.5279,0.5479,0.5163,0.5384,0.0221,0.6772,0.7064,1.043,0.031,0.0
pop_normal,prolonged_los,HCT,Gaussian_mle,13327,9067,0.5303,0.5197,0.5408,0.5069,0.5205,0.0136,0.6803,0.6993,1.028,0.0215,0.000286
pop_normal,prolonged_los,HCT,Gaussian_trunc,13327,9067,0.5076,0.4969,0.5182,0.5069,0.5068,-0.0002,0.6803,0.6831,1.004,-0.0012,0.86562
pop_normal,prolonged_los,HCT,NORMA_334f7e21,14388,9744,0.5176,0.5074,0.5278,0.5163,0.5175,0.0012,0.6772,0.6783,1.002,0.0108,5e-06
pop_normal,prolonged_los,HCT,NORMA_q_age,14388,9744,0.4983,0.488,0.5085,0.5163,0.5257,0.0094,0.6772,0.6641,0.981,-0.0086,0.000389
pop_normal,prolonged_los,HCT,NORMA_q_age_set,14388,9744,0.5069,0.4967,0.5171,0.5163,0.5136,-0.0027,0.6772,0.6737,0.995,,
pop_normal,prolonged_los,HCT,NORMA_q_age_set_co,14388,9744,0.5196,0.5094,0.5298,0.5163,0.5143,-0.002,0.6772,0.6778,1.001,0.0127,2.2e-05
pop_normal,prolonged_los,HCT,PerRI,14332,9728,0.5212,0.5106,0.5319,0.4937,0.4997,0.006,0.6788,0.6662,0.982,0.0134,0.059437
pop_normal,prolonged_los,HCT,PopRI,14388,9744,0.5359,0.5266,0.5451,0.5163,0.5352,0.0189,0.6772,0.696,1.028,0.029,1e-06
pop_normal,prolonged_los,HGB,Cohen_m2,11834,8310,0.5446,0.5336,0.5556,0.5214,0.5659,0.0445,0.7022,0.7479,1.065,0.0391,0.0
pop_normal,prolonged_los,HGB,Cohen_m3,11834,8310,0.5351,0.5241,0.5461,0.5214,0.5516,0.0303,0.7022,0.738,1.051,0.0296,8.6e-05
pop_normal,prolonged_los,HGB,Cohen_m4,11834,8310,0.547,0.5361,0.5579,0.5214,0.566,0.0447,0.7022,0.7496,1.067,0.0415,0.0
pop_normal,prolonged_los,HGB,Gaussian_eb,11834,8310,0.5338,0.5224,0.5452,0.5214,0.5365,0.0152,0.7022,0.7223,1.029,0.0284,1e-06
pop_normal,prolonged_los,HGB,Gaussian_mle,11072,7788,0.5183,0.5064,0.5301,0.5155,0.5168,0.0013,0.7034,0.7139,1.015,0.0133,0.036245
pop_normal,prolonged_los,HGB,Gaussian_trunc,11072,7788,0.5236,0.5118,0.5354,0.5155,0.5205,0.0051,0.7034,0.7181,1.021,0.0187,0.005371
pop_normal,prolonged_los,HGB,NORMA_334f7e21,11834,8310,0.5068,0.4953,0.5183,0.5214,0.5055,-0.0159,0.7022,0.6974,0.993,0.0013,0.621824
pop_normal,prolonged_los,HGB,NORMA_q_age,11834,8310,0.501,0.4895,0.5126,0.5214,0.5069,-0.0144,0.7022,0.6918,0.985,-0.0044,0.114515
pop_normal,prolonged_los,HGB,NORMA_q_age_set,11834,8310,0.5055,0.4939,0.517,0.5214,0.5158,-0.0056,0.7022,0.6983,0.994,,
pop_normal,prolonged_los,HGB,NORMA_q_age_set_co,11834,8310,0.5073,0.4958,0.5188,0.5214,0.5059,-0.0154,0.7022,0.6966,0.992,0.0018,0.617179
pop_normal,prolonged_los,HGB,PerRI,11791,8294,0.5404,0.5287,0.5522,0.5152,0.5048,-0.0104,0.7034,0.7105,1.01,0.0353,3e-06
pop_normal,prolonged_los,HGB,PopRI,11834,8310,0.5374,0.5267,0.5482,0.5214,0.5459,0.0245,0.7022,0.7206,1.026,0.0319,3e-06
pop_normal,prolonged_los,K,Cohen_m2,33851,25059,0.5759,0.5689,0.5828,0.5042,0.5833,0.0791,0.7403,0.7821,1.057,0.0054,0.105298
pop_normal,prolonged_los,K,Cohen_m3,33851,25059,0.5777,0.5707,0.5846,0.5042,0.5883,0.084,0.7403,0.7791,1.052,0.0071,0.03113
pop_normal,prolonged_los,K,Cohen_m4,33851,25059,0.5766,0.5697,0.5836,0.5042,0.585,0.0808,0.7403,0.779,1.052,0.0061,0.047717
pop_normal,prolonged_los,K,Gaussian_eb,33851,25059,0.5746,0.5677,0.5815,0.5042,0.5848,0.0806,0.7403,0.7847,1.06,0.0041,0.123082
pop_normal,prolonged_los,K,Gaussian_mle,33651,24934,0.5486,0.5414,0.5558,0.5105,0.5328,0.0223,0.741,0.7578,1.023,-0.0229,0.0
pop_normal,prolonged_los,K,Gaussian_trunc,33651,24934,0.5194,0.5123,0.5265,0.5105,0.5202,0.0097,0.741,0.7504,1.013,-0.0521,0.0
pop_normal,prolonged_los,K,NORMA_334f7e21,33851,25059,0.5688,0.5618,0.5758,0.5042,0.5738,0.0695,0.7403,0.7767,1.049,-0.0017,0.068281
pop_normal,prolonged_los,K,NORMA_q_age,33851,25059,0.5618,0.5547,0.5688,0.5042,0.5666,0.0624,0.7403,0.7705,1.041,-0.0088,0.0
pop_normal,prolonged_los,K,NORMA_q_age_set,33851,25059,0.5705,0.5636,0.5775,0.5042,0.575,0.0708,0.7403,0.7778,1.051,,
pop_normal,prolonged_los,K,NORMA_q_age_set_co,33851,25059,0.5584,0.5514,0.5655,0.5042,0.5645,0.0603,0.7403,0.7695,1.039,-0.0121,0.0
pop_normal,prolonged_los,K,PerRI,33843,25052,0.5249,0.5177,0.5322,0.5088,0.4995,-0.0092,0.7402,0.7402,1.0,-0.0456,0.0
pop_normal,prolonged_los,K,PopRI,33851,25059,0.563,0.5563,0.5696,0.5042,0.5718,0.0676,0.7403,0.7716,1.042,-0.0075,0.017428
pop_normal,prolonged_los,NA,Cohen_m2,32768,24253,0.544,0.537,0.5511,0.5043,0.5496,0.0454,0.7401,0.7716,1.042,-0.0176,2e-06
pop_normal,prolonged_los,NA,Cohen_m3,32768,24253,0.5754,0.5683,0.5824,0.5043,0.5815,0.0773,0.7401,0.7793,1.053,0.0137,9.9e-05
pop_normal,prolonged_los,NA,Cohen_m4,32768,24253,0.5446,0.5374,0.5517,0.5043,0.5466,0.0424,0.7401,0.7665,1.036,-0.0171,4e-06
pop_normal,prolonged_los,NA,Gaussian_eb,32768,24253,0.5482,0.5411,0.5554,0.5043,0.5538,0.0496,0.7401,0.7707,1.041,-0.0134,4e-06
pop_normal,prolonged_los,NA,Gaussian_mle,32293,23924,0.5261,0.5188,0.5334,0.5104,0.5211,0.0106,0.7408,0.7504,1.013,-0.0367,0.0
pop_normal,prolonged_los,NA,Gaussian_trunc,32293,23924,0.5428,0.5357,0.5499,0.5104,0.5382,0.0278,0.7408,0.7694,1.039,-0.02,1e-06
pop_normal,prolonged_los,NA,NORMA_334f7e21,32768,24253,0.5611,0.554,0.5683,0.5043,0.5588,0.0546,0.7401,0.7678,1.037,-0.0005,0.591804
pop_normal,prolonged_los,NA,NORMA_q_age,32768,24253,0.5565,0.5493,0.5637,0.5043,0.5536,0.0494,0.7401,0.764,1.032,-0.0051,0.0
pop_normal,prolonged_los,NA,NORMA_q_age_set,32768,24253,0.5616,0.5545,0.5688,0.5043,0.5622,0.058,0.7401,0.7695,1.04,,
pop_normal,prolonged_los,NA,NORMA_q_age_set_co,32768,24253,0.5558,0.5486,0.563,0.5043,0.5527,0.0485,0.7401,0.7642,1.033,-0.0058,0.0
pop_normal,prolonged_los,NA,PerRI,32744,24242,0.4852,0.4778,0.4925,0.5085,0.5241,0.0156,0.7403,0.7238,0.978,-0.0769,0.0
pop_normal,prolonged_los,NA,PopRI,32768,24253,0.5697,0.5631,0.5763,0.5043,0.5675,0.0633,0.7401,0.7717,1.043,0.008,0.020736
pop_normal,prolonged_los,Overall,Cohen_m2,46298,30921,0.6807,0.6756,0.6858,0.5351,0.6818,0.1468,0.6679,0.7925,1.187,0.037,0.0
pop_normal,prolonged_los,Overall,Cohen_m3,46298,30921,0.6825,0.6774,0.6875,0.5351,0.6837,0.1487,0.6679,0.7983,1.195,0.0388,0.0
pop_normal,prolonged_los,Overall,Cohen_m4,46298,30921,0.6797,0.6746,0.6848,0.5351,0.6811,0.146,0.6679,0.7945,1.19,0.036,0.0
pop_normal,prolonged_los,Overall,Gaussian_eb,46298,30921,0.669,0.6638,0.6742,0.5351,0.6692,0.1342,0.6679,0.7777,1.165,0.0253,0.0
pop_normal,prolonged_los,Overall,Gaussian_mle,46088,30845,0.6401,0.6346,0.6455,0.5365,0.6374,0.1009,0.6693,0.7542,1.127,-0.0027,0.17148
pop_normal,prolonged_los,Overall,Gaussian_trunc,46088,30845,0.645,0.6395,0.6504,0.5365,0.6445,0.108,0.6693,0.7546,1.128,0.0022,0.390767
pop_normal,prolonged_los,Overall,NORMA_334f7e21,46298,30921,0.6422,0.6367,0.6476,0.5351,0.6377,0.1026,0.6679,0.7504,1.124,-0.0015,0.047939
pop_normal,prolonged_los,Overall,NORMA_q_age,46298,30921,0.6359,0.6304,0.6414,0.5351,0.6293,0.0943,0.6679,0.7449,1.115,-0.0078,0.0
pop_normal,prolonged_los,Overall,NORMA_q_age_set,46298,30921,0.6437,0.6383,0.6491,0.5351,0.6386,0.1035,0.6679,0.753,1.127,,
pop_normal,prolonged_los,Overall,NORMA_q_age_set_co,46298,30921,0.6362,0.6307,0.6416,0.5351,0.6298,0.0947,0.6679,0.7445,1.115,-0.0075,0.0
pop_normal,prolonged_los,Overall,PerRI,46282,30918,0.6123,0.6067,0.6179,0.5354,0.611,0.0756,0.668,0.7347,1.1,-0.0314,0.0
pop_normal,prolonged_los,Overall,PopRI,46298,30921,0.6381,0.633,0.6432,0.5351,0.6414,0.1063,0.6679,0.746,1.117,-0.0056,0.027084
pop_normal,prolonged_los,PLT,Cohen_m2,27556,21183,0.5944,0.5865,0.6023,0.5305,0.6009,0.0704,0.7687,0.8202,1.067,0.0808,0.0
pop_normal,prolonged_los,PLT,Cohen_m3,27556,21183,0.5871,0.579,0.5953,0.5305,0.5972,0.0667,0.7687,0.8056,1.048,0.0735,0.0
pop_normal,prolonged_los,PLT,Cohen_m4,27556,21183,0.5874,0.5792,0.5955,0.5305,0.5985,0.068,0.7687,0.8034,1.045,0.0738,0.0
pop_normal,prolonged_los,PLT,Gaussian_eb,27556,21183,0.5543,0.5461,0.5625,0.5305,0.5614,0.0309,0.7687,0.7908,1.029,0.0407,0.0
pop_normal,prolonged_los,PLT,Gaussian_mle,27244,20933,0.5253,0.517,0.5336,0.5227,0.5238,0.0011,0.7684,0.7755,1.009,0.0117,0.005539
pop_normal,prolonged_los,PLT,Gaussian_trunc,27244,20933,0.5229,0.5147,0.5312,0.5227,0.5257,0.003,0.7684,0.7775,1.012,0.0093,0.035864
pop_normal,prolonged_los,PLT,NORMA_334f7e21,27556,21183,0.5279,0.5196,0.5362,0.5305,0.5318,0.0013,0.7687,0.7732,1.006,0.0143,0.0
pop_normal,prolonged_los,PLT,NORMA_q_age,27556,21183,0.5174,0.5091,0.5257,0.5305,0.5317,0.0013,0.7687,0.7663,0.997,0.0038,0.018776
pop_normal,prolonged_los,PLT,NORMA_q_age_set,27556,21183,0.5136,0.5054,0.5218,0.5305,0.5315,0.001,0.7687,0.7673,0.998,,
pop_normal,prolonged_los,PLT,NORMA_q_age_set_co,27556,21183,0.5231,0.5148,0.5314,0.5305,0.5312,0.0008,0.7687,0.7692,1.001,0.0095,0.0
pop_normal,prolonged_los,PLT,PerRI,27493,21135,0.5027,0.4945,0.5108,0.5322,0.5276,-0.0045,0.7687,0.7693,1.001,-0.0113,0.02564
pop_normal,prolonged_los,PLT,PopRI,27556,21183,0.5196,0.5115,0.5277,0.5305,0.5307,0.0003,0.7687,0.7792,1.014,0.006,0.262504
pop_normal,prolonged_los,TBIL,Cohen_m2,23289,18404,0.558,0.5491,0.5669,0.5315,0.5628,0.0313,0.7902,0.8201,1.038,0.0366,0.0
pop_normal,prolonged_los,TBIL,Cohen_m3,23289,18404,0.5476,0.5386,0.5566,0.5315,0.5496,0.0181,0.7902,0.8172,1.034,0.0262,0.0
pop_normal,prolonged_los,TBIL,Cohen_m4,23289,18404,0.5355,0.5264,0.5445,0.5315,0.5435,0.012,0.7902,0.8091,1.024,0.014,0.001338
pop_normal,prolonged_los,TBIL,Gaussian_eb,23289,18404,0.5287,0.5195,0.5379,0.5315,0.5377,0.0062,0.7902,0.8011,1.014,0.0073,0.036794
pop_normal,prolonged_los,TBIL,Gaussian_mle,22942,18107,0.5154,0.5061,0.5247,0.5289,0.5296,0.0007,0.7893,0.7924,1.004,-0.0054,0.115776
pop_normal,prolonged_los,TBIL,Gaussian_trunc,22942,18107,0.4959,0.4866,0.5052,0.5289,0.5302,0.0013,0.7893,0.7816,0.99,-0.025,3e-06
pop_normal,prolonged_los,TBIL,NORMA_334f7e21,23289,18404,0.5272,0.5181,0.5362,0.5315,0.5384,0.0069,0.7902,0.8042,1.018,0.0057,0.000442
pop_normal,prolonged_los,TBIL,NORMA_q_age,23289,18404,0.5203,0.5113,0.5294,0.5315,0.5349,0.0034,0.7902,0.8008,1.013,-0.0011,0.493827
pop_normal,prolonged_los,TBIL,NORMA_q_age_set,23289,18404,0.5214,0.5123,0.5305,0.5315,0.5345,0.003,0.7902,0.8,1.012,,
pop_normal,prolonged_los,TBIL,NORMA_q_age_set_co,23289,18404,0.5231,0.514,0.5322,0.5315,0.5346,0.0031,0.7902,0.802,1.015,0.0016,0.352385
pop_normal,prolonged_los,TBIL,PerRI,23194,18328,0.5226,0.5134,0.5318,0.5375,0.5416,0.0041,0.7902,0.8053,1.019,0.0009,0.830833
pop_normal,prolonged_los,TBIL,PopRI,23289,18404,0.5127,0.5038,0.5217,0.5315,0.5371,0.0056,0.7902,0.7937,1.004,-0.0087,0.102382
pop_normal,prolonged_los,TP,Cohen_m2,21883,17648,0.5176,0.5084,0.5268,0.5322,0.5273,-0.0049,0.8065,0.8273,1.026,-0.0097,0.064131
pop_normal,prolonged_los,TP,Cohen_m3,21883,17648,0.5153,0.5061,0.5246,0.5322,0.5324,0.0003,0.8065,0.8277,1.026,-0.012,0.022027
pop_normal,prolonged_los,TP,Cohen_m4,21883,17648,0.5233,0.5142,0.5325,0.5322,0.536,0.0039,0.8065,0.8317,1.031,-0.004,0.433336
pop_normal,prolonged_los,TP,Gaussian_eb,21883,17648,0.5181,0.5086,0.5276,0.5322,0.5349,0.0028,0.8065,0.8218,1.019,-0.0092,0.052719
pop_normal,prolonged_los,TP,Gaussian_mle,21698,17486,0.516,0.5065,0.5255,0.5223,0.5308,0.0085,0.8059,0.8181,1.015,-0.0111,0.022689
pop_normal,prolonged_los,TP,Gaussian_trunc,21698,17486,0.5653,0.5558,0.5748,0.5223,0.5649,0.0426,0.8059,0.8372,1.039,0.0382,0.0
pop_normal,prolonged_los,TP,NORMA_334f7e21,21883,17648,0.5484,0.5386,0.5581,0.5322,0.5529,0.0207,0.8065,0.8273,1.026,0.021,0.0
pop_normal,prolonged_los,TP,NORMA_q_age,21883,17648,0.5321,0.5223,0.5418,0.5322,0.5398,0.0076,0.8065,0.8204,1.017,0.0047,0.035001
pop_normal,prolonged_los,TP,NORMA_q_age_set,21883,17648,0.5273,0.5176,0.5371,0.5322,0.538,0.0058,0.8065,0.8191,1.016,,
pop_normal,prolonged_los,TP,NORMA_q_age_set_co,21883,17648,0.5288,0.5189,0.5387,0.5322,0.5376,0.0054,0.8065,0.814,1.009,0.0015,0.538393
pop_normal,prolonged_los,TP,PerRI,21880,17647,0.5497,0.5401,0.5593,0.5298,0.548,0.0182,0.8065,0.8306,1.03,0.0226,0.000142
pop_normal,prolonged_los,TP,PopRI,21883,17648,0.5483,0.5389,0.5578,0.5322,0.5626,0.0304,0.8065,0.8269,1.025,0.021,0.00015
pop_normal,prolonged_los,WBC,Cohen_m2,27546,21152,0.5622,0.5542,0.5702,0.5204,0.5653,0.0448,0.7679,0.8043,1.047,0.0279,0.0
pop_normal,prolonged_los,WBC,Cohen_m3,27546,21152,0.5496,0.5416,0.5577,0.5204,0.5541,0.0337,0.7679,0.7942,1.034,0.0153,0.001361
pop_normal,prolonged_los,WBC,Cohen_m4,27546,21152,0.5283,0.5202,0.5363,0.5204,0.5365,0.016,0.7679,0.7849,1.022,-0.006,0.168613
pop_normal,prolonged_los,WBC,Gaussian_eb,27546,21152,0.5548,0.5467,0.5629,0.5204,0.5591,0.0387,0.7679,0.7953,1.036,0.0205,0.0
pop_normal,prolonged_los,WBC,Gaussian_mle,27305,20970,0.5317,0.5234,0.54,0.5225,0.5219,-0.0005,0.768,0.7758,1.01,-0.0031,0.393279
pop_normal,prolonged_los,WBC,Gaussian_trunc,27305,20970,0.5046,0.4963,0.5129,0.5225,0.5225,0.0,0.768,0.7648,0.996,-0.0302,0.0
pop_normal,prolonged_los,WBC,NORMA_334f7e21,27546,21152,0.5421,0.5341,0.5502,0.5204,0.5459,0.0255,0.7679,0.7887,1.027,0.0078,0.0
pop_normal,prolonged_los,WBC,NORMA_q_age,27546,21152,0.538,0.5299,0.5461,0.5204,0.5427,0.0223,0.7679,0.7856,1.023,0.0037,0.024475
pop_normal,prolonged_los,WBC,NORMA_q_age_set,27546,21152,0.5343,0.5262,0.5424,0.5204,0.5375,0.0171,0.7679,0.7828,1.019,,
pop_normal,prolonged_los,WBC,NORMA_q_age_set_co,27546,21152,0.5417,0.5337,0.5497,0.5204,0.548,0.0276,0.7679,0.7891,1.028,0.0074,0.000222
pop_normal,prolonged_los,WBC,PerRI,27545,21151,0.4914,0.483,0.4997,0.5223,0.5318,0.0096,0.7679,0.757,0.986,-0.0429,0.0
pop_normal,prolonged_los,WBC,PopRI,27546,21152,0.5431,0.5351,0.5512,0.5204,0.5468,0.0263,0.7679,0.7882,1.026,0.0088,0.043609
pop_normal,unplanned_icu,ALB,Cohen_m2,21785,7019,0.574,0.5658,0.5821,0.5564,0.5942,0.0379,0.3222,0.3836,1.19,0.0477,0.0
pop_normal,unplanned_icu,ALB,Cohen_m3,21785,7019,0.5309,0.5227,0.539,0.5564,0.5673,0.0109,0.3222,0.3532,1.096,0.0046,0.300256
pop_normal,unplanned_icu,ALB,Cohen_m4,21785,7019,0.5365,0.5283,0.5447,0.5564,0.5681,0.0118,0.3222,0.3534,1.097,0.0102,0.016767
pop_normal,unplanned_icu,ALB,Gaussian_eb,21785,7019,0.5339,0.5258,0.5421,0.5564,0.5698,0.0134,0.3222,0.3513,1.09,0.0077,0.072757
pop_normal,unplanned_icu,ALB,Gaussian_mle,21528,6922,0.5393,0.5311,0.5474,0.5621,0.5676,0.0055,0.3215,0.3491,1.086,0.0139,0.002553
pop_normal,unplanned_icu,ALB,Gaussian_trunc,21528,6922,0.5336,0.5254,0.5418,0.5621,0.5629,0.0008,0.3215,0.347,1.079,0.0082,0.111984
pop_normal,unplanned_icu,ALB,NORMA_334f7e21,21785,7019,0.5336,0.5255,0.5418,0.5564,0.5622,0.0058,0.3222,0.3472,1.078,0.0074,0.000301
pop_normal,unplanned_icu,ALB,NORMA_q_age,21785,7019,0.5286,0.5204,0.5368,0.5564,0.5611,0.0047,0.3222,0.345,1.071,0.0023,0.250264
pop_normal,unplanned_icu,ALB,NORMA_q_age_set,21785,7019,0.5263,0.5181,0.5344,0.5564,0.5591,0.0028,0.3222,0.3393,1.053,,
pop_normal,unplanned_icu,ALB,NORMA_q_age_set_co,21785,7019,0.5506,0.5425,0.5588,0.5564,0.5704,0.0141,0.3222,0.3611,1.121,0.0243,0.0
pop_normal,unplanned_icu,ALB,PerRI,21783,7018,0.544,0.5359,0.5521,0.565,0.5694,0.0044,0.3222,0.3472,1.078,0.0178,0.00068
pop_normal,unplanned_icu,ALB,PopRI,21785,7019,0.538,0.5299,0.5461,0.5564,0.5613,0.005,0.3222,0.346,1.074,0.0118,0.014649
pop_normal,unplanned_icu,ALP,Cohen_m2,23126,7807,0.5879,0.5801,0.5957,0.5497,0.5979,0.0481,0.3376,0.4162,1.233,0.034,0.0
pop_normal,unplanned_icu,ALP,Cohen_m3,23126,7807,0.5777,0.57,0.5855,0.5497,0.5889,0.0391,0.3376,0.4027,1.193,0.0238,0.0
pop_normal,unplanned_icu,ALP,Cohen_m4,23126,7807,0.5704,0.5627,0.5782,0.5497,0.5815,0.0317,0.3376,0.3924,1.162,0.0165,7e-05
pop_normal,unplanned_icu,ALP,Gaussian_eb,23126,7807,0.5617,0.5539,0.5695,0.5497,0.5691,0.0194,0.3376,0.3854,1.142,0.0078,0.048311
pop_normal,unplanned_icu,ALP,Gaussian_mle,22964,7756,0.5371,0.5293,0.5449,0.5543,0.5575,0.0032,0.3377,0.3595,1.064,-0.0171,1.8e-05
pop_normal,unplanned_icu,ALP,Gaussian_trunc,22964,7756,0.5372,0.5294,0.5451,0.5543,0.5575,0.0033,0.3377,0.3586,1.062,-0.0169,6e-05
pop_normal,unplanned_icu,ALP,NORMA_334f7e21,23126,7807,0.5457,0.5378,0.5536,0.5497,0.5619,0.0122,0.3376,0.3774,1.118,-0.0082,0.0
pop_normal,unplanned_icu,ALP,NORMA_q_age,23126,7807,0.5449,0.5371,0.5528,0.5497,0.5617,0.012,0.3376,0.3758,1.113,-0.009,0.0
pop_normal,unplanned_icu,ALP,NORMA_q_age_set,23126,7807,0.5539,0.5461,0.5617,0.5497,0.5646,0.0149,0.3376,0.381,1.129,,
pop_normal,unplanned_icu,ALP,NORMA_q_age_set_co,23126,7807,0.5573,0.5495,0.5652,0.5497,0.5652,0.0155,0.3376,0.3822,1.132,0.0034,0.062709
pop_normal,unplanned_icu,ALP,PerRI,23032,7778,0.5099,0.5021,0.5178,0.552,0.553,0.001,0.3377,0.3444,1.02,-0.0444,0.0
pop_normal,unplanned_icu,ALP,PopRI,23126,7807,0.5523,0.5446,0.5601,0.5497,0.5723,0.0226,0.3376,0.3749,1.111,-0.0016,0.729009
pop_normal,unplanned_icu,ALT,Cohen_m2,19579,7214,0.5573,0.549,0.5655,0.5571,0.5799,0.0228,0.3685,0.4099,1.113,0.0086,0.061052
pop_normal,unplanned_icu,ALT,Cohen_m3,19579,7214,0.595,0.5868,0.6033,0.5571,0.6058,0.0488,0.3685,0.4642,1.26,0.0464,0.0
pop_normal,unplanned_icu,ALT,Cohen_m4,19579,7214,0.5828,0.5746,0.5911,0.5571,0.5993,0.0422,0.3685,0.4436,1.204,0.0342,0.0
pop_normal,unplanned_icu,ALT,Gaussian_eb,19579,7214,0.5489,0.5406,0.5572,0.5571,0.5744,0.0173,0.3685,0.3976,1.079,0.0002,0.956961
pop_normal,unplanned_icu,ALT,Gaussian_mle,19357,7139,0.5373,0.5289,0.5456,0.5492,0.5516,0.0024,0.3688,0.3878,1.052,-0.0113,0.010549
pop_normal,unplanned_icu,ALT,Gaussian_trunc,19357,7139,0.5223,0.514,0.5307,0.5492,0.5507,0.0016,0.3688,0.3796,1.029,-0.0262,0.0
pop_normal,unplanned_icu,ALT,NORMA_334f7e21,19579,7214,0.5508,0.5425,0.5592,0.5571,0.5692,0.0122,0.3685,0.4068,1.104,0.0022,0.160523
pop_normal,unplanned_icu,ALT,NORMA_q_age,19579,7214,0.5456,0.5372,0.5539,0.5571,0.566,0.0089,0.3685,0.4026,1.093,-0.0031,0.053801
pop_normal,unplanned_icu,ALT,NORMA_q_age_set,19579,7214,0.5487,0.5403,0.557,0.5571,0.5676,0.0105,0.3685,0.4043,1.097,,
pop_normal,unplanned_icu,ALT,NORMA_q_age_set_co,19579,7214,0.5604,0.5521,0.5688,0.5571,0.5764,0.0194,0.3685,0.4149,1.126,0.0118,0.0
