subset,analyte,method,outcome,exposure,encoding,n,n_events,level,HR,HR_lower,HR_upper,p_value,p_fdr
all,BUN,NORMA_q_age_set_co,mortality,first,binary,68476,6311,abnormal,1.804,1.7,1.915,0.0,3.808638706228198e-83
all,BUN,NORMA_q_age_set_co,mortality,first,z,68476,6311,z,1.182,1.164,1.2,0.0,2.3806299037820937e-102
all,BUN,NORMA_q_age_set_co,mortality,first,category,68476,6311,low,0.696,0.608,0.798,0.0,4.3718862513250253e-07
all,BUN,NORMA_q_age_set_co,mortality,first,category,68476,6311,high,2.004,1.887,2.129,0.0,6.493609202631581e-112
all,CA,PopRI,mortality,first,binary,68004,6507,abnormal,1.554,1.474,1.639,0.0,1.1722557308442693e-58
all,CA,PopRI,mortality,first,z,68004,6507,z,1.636,1.588,1.685,0.0,3.4577579233125995e-229
all,CA,PopRI,mortality,first,category,68004,6507,low,1.557,1.476,1.642,0.0,6.4579579957440425e-59
all,CA,PopRI,mortality,first,category,68004,6507,high,1.157,0.774,1.731,0.4772,0.5193013693690036
all,CA,PerRI,mortality,first,binary,68004,6507,abnormal,1.606,1.514,1.704,0.0,7.048704607313653e-55
all,CA,PerRI,mortality,first,z,68004,6507,z,1.149,1.129,1.17,0.0,5.647080294389366e-52
all,CA,PerRI,mortality,first,category,68004,6507,low,1.643,1.546,1.745,0.0,2.3125680874058125e-57
all,CA,PerRI,mortality,first,category,68004,6507,high,1.451,1.333,1.579,0.0,2.5889040327037536e-17
all,CA,Cohen_m2,mortality,first,binary,68004,6507,abnormal,1.555,1.47,1.645,0.0,1.7282794862112752e-52
all,CA,Cohen_m2,mortality,first,z,68004,6507,z,1.624,1.581,1.668,0.0,2.6240719586573644e-273
all,CA,Cohen_m2,mortality,first,category,68004,6507,low,1.597,1.509,1.691,0.0,1.1324750482848064e-57
all,CA,Cohen_m2,mortality,first,category,68004,6507,high,1.134,1.006,1.279,0.03994,0.0589566989995683
all,CA,Cohen_m3,mortality,first,binary,68004,6507,abnormal,1.58,1.496,1.668,0.0,2.2605370751208101e-60
all,CA,Cohen_m3,mortality,first,z,68004,6507,z,1.62,1.575,1.666,0.0,3.961033407092159e-247
all,CA,Cohen_m3,mortality,first,category,68004,6507,low,1.589,1.504,1.678,0.0,3.6946722554348586e-61
all,CA,Cohen_m3,mortality,first,category,68004,6507,high,1.344,1.134,1.593,0.00066,0.0013328479860849
all,CA,Cohen_m4,mortality,first,binary,68004,6507,abnormal,1.577,1.493,1.666,0.0,1.2840302983164054e-58
all,CA,Cohen_m4,mortality,first,z,68004,6507,z,1.474,1.442,1.507,0.0,5.210523655780125e-262
all,CA,Cohen_m4,mortality,first,category,68004,6507,low,1.594,1.508,1.685,0.0,1.991398968097988e-60
all,CA,Cohen_m4,mortality,first,category,68004,6507,high,1.279,1.105,1.48,0.00098,0.0019626121873007
all,CA,Gaussian_mle,mortality,first,binary,66681,6387,abnormal,1.554,1.469,1.643,0.0,2.8530161389071248e-53
all,CA,Gaussian_mle,mortality,first,z,66681,6387,z,1.172,1.157,1.189,0.0,3.920498435280991e-114
all,CA,Gaussian_mle,mortality,first,category,66681,6387,low,1.584,1.497,1.675,0.0,5.715001653678517e-57
all,CA,Gaussian_mle,mortality,first,category,66681,6387,high,1.101,0.951,1.276,0.19792,0.2434810964159392
all,CA,Gaussian_trunc,mortality,first,binary,66681,6387,abnormal,1.434,1.346,1.529,0.0,3.8835508845766894e-28
all,CA,Gaussian_trunc,mortality,first,z,66681,6387,z,1.095,1.079,1.111,0.0,5.998084136109825e-34
all,CA,Gaussian_trunc,mortality,first,category,66681,6387,low,1.702,1.593,1.818,0.0,1.3701238934632427e-55
all,CA,Gaussian_trunc,mortality,first,category,66681,6387,high,1.0,0.925,1.081,0.99737,0.9973676469803596
all,CA,Gaussian_eb,mortality,first,binary,68004,6507,abnormal,1.561,1.478,1.648,0.0,9.190603389506376e-58
all,CA,Gaussian_eb,mortality,first,z,68004,6507,z,1.55,1.512,1.589,0.0,5.874565134887384e-261
all,CA,Gaussian_eb,mortality,first,category,68004,6507,low,1.573,1.49,1.661,0.0,3.663338809426097e-59
all,CA,Gaussian_eb,mortality,first,category,68004,6507,high,1.166,0.951,1.429,0.13935,0.1789493142086658
all,CA,NORMA_q_age_set,mortality,first,binary,68004,6507,abnormal,1.558,1.476,1.644,0.0,8.556126188565058e-58
all,CA,NORMA_q_age_set,mortality,first,z,68004,6507,z,1.399,1.355,1.445,0.0,3.076571539607827e-92
all,CA,NORMA_q_age_set,mortality,first,category,68004,6507,low,1.561,1.479,1.648,0.0,6.08105740649826e-58
all,CA,NORMA_q_age_set,mortality,first,category,68004,6507,high,1.381,1.104,1.728,0.00468,0.0083630487918089
all,CA,NORMA_334f7e21,mortality,first,binary,68004,6507,abnormal,1.576,1.493,1.663,0.0,2.177109382000028e-60
all,CA,NORMA_334f7e21,mortality,first,z,68004,6507,z,1.38,1.337,1.424,0.0,1.551463234521213e-89
all,CA,NORMA_334f7e21,mortality,first,category,68004,6507,low,1.576,1.492,1.663,0.0,6.911245737734312e-60
all,CA,NORMA_334f7e21,mortality,first,category,68004,6507,high,1.59,1.281,1.973,3e-05,5.763638460385832e-05
all,CA,NORMA_q_age,mortality,first,binary,68004,6507,abnormal,1.567,1.484,1.653,0.0,4.239893322079416e-59
all,CA,NORMA_q_age,mortality,first,z,68004,6507,z,1.438,1.393,1.485,0.0,5.7090490146954426e-108
all,CA,NORMA_q_age,mortality,first,category,68004,6507,low,1.565,1.483,1.652,0.0,1.9068006571605145e-58
all,CA,NORMA_q_age,mortality,first,category,68004,6507,high,1.639,1.316,2.042,1e-05,2.391335587776152e-05
all,CA,NORMA_q_age_set_co,mortality,first,binary,68004,6507,abnormal,1.542,1.459,1.629,0.0,2.2137365509755493e-53
all,CA,NORMA_q_age_set_co,mortality,first,z,68004,6507,z,1.283,1.249,1.318,0.0,5.450144212231217e-74
all,CA,NORMA_q_age_set_co,mortality,first,category,68004,6507,low,1.547,1.465,1.635,0.0,8.147362473354363e-54
all,CA,NORMA_q_age_set_co,mortality,first,category,68004,6507,high,1.326,1.085,1.62,0.00586,0.0104183705809831
all,CL,PopRI,mortality,first,binary,70549,6675,abnormal,1.572,1.497,1.65,0.0,9.199979084770616e-74
all,CL,PopRI,mortality,first,z,70549,6675,z,1.339,1.31,1.37,0.0,1.7375523461266226e-144
all,CL,PopRI,mortality,first,category,70549,6675,low,1.183,1.101,1.272,0.0,1.0449028826014234e-05
all,CL,PopRI,mortality,first,category,70549,6675,high,1.782,1.691,1.877,0.0,1.6678758046857501e-103
all,CL,PerRI,mortality,first,binary,70547,6675,abnormal,1.593,1.51,1.679,0.0,8.123928114049405e-66
all,CL,PerRI,mortality,first,z,70547,6675,z,1.082,1.071,1.094,0.0,2.277517749828384e-44
all,CL,PerRI,mortality,first,category,70547,6675,low,1.231,1.153,1.314,0.0,1.4112549505553482e-09
all,CL,PerRI,mortality,first,category,70547,6675,high,1.895,1.79,2.006,0.0,2.9406777052973075e-106
all,CL,Cohen_m2,mortality,first,binary,70549,6675,abnormal,1.43,1.353,1.51,0.0,4.912782742222972e-37
all,CL,Cohen_m2,mortality,first,z,70549,6675,z,1.216,1.197,1.237,0.0,1.1199534851114995e-120
all,CL,Cohen_m2,mortality,first,category,70549,6675,low,1.012,0.945,1.083,0.73618,0.7605879989263179
all,CL,Cohen_m2,mortality,first,category,70549,6675,high,1.767,1.668,1.872,0.0,8.56120871598459e-82
all,CL,Cohen_m3,mortality,first,binary,70549,6675,abnormal,1.508,1.422,1.6,0.0,5.5081165103451154e-42
all,CL,Cohen_m3,mortality,first,z,70549,6675,z,1.181,1.168,1.194,0.0,1.6258938688343113e-180
all,CL,Cohen_m3,mortality,first,category,70549,6675,low,1.126,1.045,1.214,0.0019,0.0036224451467153
all,CL,Cohen_m3,mortality,first,category,70549,6675,high,1.702,1.601,1.809,0.0,1.1148166735563978e-64
all,CL,Cohen_m4,mortality,first,binary,70549,6675,abnormal,1.519,1.44,1.602,0.0,3.319319825566291e-52
all,CL,Cohen_m4,mortality,first,z,70549,6675,z,1.221,1.204,1.239,0.0,2.3872193758124773e-161
all,CL,Cohen_m4,mortality,first,category,70549,6675,low,1.126,1.049,1.208,0.00108,0.002129880001795
all,CL,Cohen_m4,mortality,first,category,70549,6675,high,1.745,1.649,1.846,0.0,8.482801700196886e-83
all,CL,Gaussian_mle,mortality,first,binary,69007,6524,abnormal,1.587,1.51,1.669,0.0,7.200896538977077e-72
all,CL,Gaussian_mle,mortality,first,z,69007,6524,z,1.194,1.176,1.212,0.0,4.917030078792382e-118
all,CL,Gaussian_mle,mortality,first,category,69007,6524,low,1.167,1.088,1.252,2e-05,3.422531248634553e-05
all,CL,Gaussian_mle,mortality,first,category,69007,6524,high,1.851,1.754,1.954,0.0,2.974415652828618e-110
all,CL,Gaussian_trunc,mortality,first,binary,69007,6524,abnormal,1.465,1.385,1.549,0.0,1.962895064533575e-40
all,CL,Gaussian_trunc,mortality,first,z,69007,6524,z,1.151,1.134,1.168,0.0,2.2608062665940668e-76
all,CL,Gaussian_trunc,mortality,first,category,69007,6524,low,1.158,1.083,1.237,2e-05,3.5909033355852177e-05
all,CL,Gaussian_trunc,mortality,first,category,69007,6524,high,1.745,1.643,1.853,0.0,4.4504400065970426e-73
all,CL,Gaussian_eb,mortality,first,binary,70549,6675,abnormal,1.55,1.476,1.628,0.0,9.419741525904872e-69
all,CL,Gaussian_eb,mortality,first,z,70549,6675,z,1.356,1.326,1.387,0.0,7.63962594508128e-156
all,CL,Gaussian_eb,mortality,first,category,70549,6675,low,1.152,1.073,1.237,0.0001,0.0002157644353482
all,CL,Gaussian_eb,mortality,first,category,70549,6675,high,1.774,1.684,1.87,0.0,2.3894081056504132e-101
all,CL,NORMA_q_age_set,mortality,first,binary,70549,6675,abnormal,1.571,1.496,1.65,0.0,1.0893448022123549e-72
all,CL,NORMA_q_age_set,mortality,first,z,70549,6675,z,1.327,1.286,1.37,0.0,1.0199649262849578e-68
all,CL,NORMA_q_age_set,mortality,first,category,70549,6675,low,1.186,1.104,1.274,0.0,6.853035288164768e-06
all,CL,NORMA_q_age_set,mortality,first,category,70549,6675,high,1.778,1.687,1.874,0.0,4.107695694133445e-102
all,CL,NORMA_334f7e21,mortality,first,binary,70549,6675,abnormal,1.556,1.482,1.634,0.0,2.7171498631356435e-69
all,CL,NORMA_334f7e21,mortality,first,z,70549,6675,z,1.276,1.241,1.311,0.0,4.5609062840323014e-67
all,CL,NORMA_334f7e21,mortality,first,category,70549,6675,low,1.176,1.096,1.263,1e-05,1.6792087809627887e-05
all,CL,NORMA_334f7e21,mortality,first,category,70549,6675,high,1.765,1.674,1.86,0.0,7.481579474952871e-99
all,CL,NORMA_q_age,mortality,first,binary,70549,6675,abnormal,1.563,1.489,1.642,0.0,7.565520484095078e-71
all,CL,NORMA_q_age,mortality,first,z,70549,6675,z,1.278,1.243,1.314,0.0,6.564938916732602e-67
all,CL,NORMA_q_age,mortality,first,category,70549,6675,low,1.183,1.102,1.27,0.0,7.64560725745251e-06
all,CL,NORMA_q_age,mortality,first,category,70549,6675,high,1.776,1.685,1.871,0.0,6.225160742005036e-101
all,CL,NORMA_q_age_set_co,mortality,first,binary,70549,6675,abnormal,1.532,1.458,1.609,0.0,5.6281997325254e-64
all,CL,NORMA_q_age_set_co,mortality,first,z,70549,6675,z,1.208,1.178,1.239,0.0,8.951396419106742e-50
all,CL,NORMA_q_age_set_co,mortality,first,category,70549,6675,low,1.141,1.064,1.223,0.0002,0.0004259756130504
all,CL,NORMA_q_age_set_co,mortality,first,category,70549,6675,high,1.77,1.679,1.867,0.0,1.5034476004317337e-98
all,CO2,PopRI,mortality,first,binary,82454,8617,abnormal,1.75,1.675,1.829,0.0,1.5707720114953115e-136
all,CO2,PopRI,mortality,first,z,82454,8617,z,1.355,1.332,1.378,0.0,2.6240719586573644e-273
all,CO2,PopRI,mortality,first,category,82454,8617,low,2.963,2.825,3.107,0.0,0.0
all,CO2,PopRI,mortality,first,category,82454,8617,high,0.94,0.887,0.996,0.03694,0.0548008602178064
all,CO2,PerRI,mortality,first,binary,82445,8615,abnormal,1.672,1.594,1.754,0.0,2.0160866979200088e-97
all,CO2,PerRI,mortality,first,z,82445,8615,z,1.025,1.014,1.037,1e-05,1.7829799538878635e-05
all,CO2,PerRI,mortality,first,category,82445,8615,low,2.729,2.591,2.875,0.0,0.0
all,CO2,PerRI,mortality,first,category,82445,8615,high,1.074,1.015,1.136,0.0128,0.0217067978028164
all,CO2,Cohen_m2,mortality,first,binary,82454,8617,abnormal,1.497,1.425,1.572,0.0,2.3001490941657984e-57
all,CO2,Cohen_m2,mortality,first,z,82454,8617,z,1.23,1.21,1.25,0.0,1.4394356403644212e-134
all,CO2,Cohen_m2,mortality,first,category,82454,8617,low,2.689,2.55,2.834,0.0,9.805592300987466e-293
all,CO2,Cohen_m2,mortality,first,category,82454,8617,high,0.876,0.827,0.929,1e-05,1.8203768974759897e-05
all,CO2,Cohen_m3,mortality,first,binary,82454,8617,abnormal,1.687,1.604,1.774,0.0,2.028997595091167e-90
all,CO2,Cohen_m3,mortality,first,z,82454,8617,z,1.315,1.297,1.332,0.0,0.0
all,CO2,Cohen_m3,mortality,first,category,82454,8617,low,2.428,2.302,2.56,0.0,1.2468394448492213e-233
all,CO2,Cohen_m3,mortality,first,category,82454,8617,high,1.012,0.952,1.077,0.69848,0.725438926098933
all,CO2,Cohen_m4,mortality,first,binary,82454,8617,abnormal,1.621,1.545,1.701,0.0,3.8461672493981924e-86
all,CO2,Cohen_m4,mortality,first,z,82454,8617,z,1.298,1.28,1.317,0.0,2.844383273356273e-277
all,CO2,Cohen_m4,mortality,first,category,82454,8617,low,2.408,2.289,2.534,0.0,2.1903839831190348e-250
all,CO2,Cohen_m4,mortality,first,category,82454,8617,high,0.963,0.907,1.022,0.21685,0.2630658088178717
all,CO2,Gaussian_mle,mortality,first,binary,80247,8376,abnormal,1.685,1.61,1.764,0.0,2.374841130395757e-109
all,CO2,Gaussian_mle,mortality,first,z,80247,8376,z,1.224,1.21,1.238,0.0,2.3857367418197425e-255
all,CO2,Gaussian_mle,mortality,first,category,80247,8376,low,2.882,2.743,3.028,0.0,0.0
all,CO2,Gaussian_mle,mortality,first,category,80247,8376,high,0.936,0.883,0.992,0.02668,0.0414493898330136
all,CO2,Gaussian_trunc,mortality,first,binary,80247,8376,abnormal,1.46,1.385,1.539,0.0,1.6354682317502088e-44
all,CO2,Gaussian_trunc,mortality,first,z,80247,8376,z,1.118,1.106,1.131,0.0,1.7025347522328827e-83
all,CO2,Gaussian_trunc,mortality,first,category,80247,8376,low,2.201,2.08,2.331,0.0,4.653361253070587e-161
all,CO2,Gaussian_trunc,mortality,first,category,80247,8376,high,1.032,0.972,1.094,0.3008,0.3491650703942343
all,CO2,Gaussian_eb,mortality,first,binary,82454,8617,abnormal,1.745,1.67,1.824,0.0,4.569781108036408e-135
all,CO2,Gaussian_eb,mortality,first,z,82454,8617,z,1.43,1.402,1.459,0.0,2.913871282853977e-273
all,CO2,Gaussian_eb,mortality,first,category,82454,8617,low,2.958,2.821,3.102,0.0,0.0
all,CO2,Gaussian_eb,mortality,first,category,82454,8617,high,0.937,0.883,0.993,0.02762,0.0426910760191475
all,CO2,NORMA_q_age_set,mortality,first,binary,82454,8617,abnormal,1.724,1.649,1.802,0.0,2.241524791212272e-127
all,CO2,NORMA_q_age_set,mortality,first,z,82454,8617,z,1.375,1.339,1.412,0.0,7.67189202226196e-122
all,CO2,NORMA_q_age_set,mortality,first,category,82454,8617,low,2.927,2.79,3.07,0.0,0.0
all,CO2,NORMA_q_age_set,mortality,first,category,82454,8617,high,0.934,0.882,0.99,0.02198,0.0350788571862381
all,CO2,NORMA_334f7e21,mortality,first,binary,82454,8617,abnormal,1.715,1.641,1.793,0.0,3.790846410706947e-124
all,CO2,NORMA_334f7e21,mortality,first,z,82454,8617,z,1.338,1.307,1.37,0.0,1.3344805536864789e-127
all,CO2,NORMA_334f7e21,mortality,first,category,82454,8617,low,2.889,2.753,3.031,0.0,0.0
all,CO2,NORMA_334f7e21,mortality,first,category,82454,8617,high,0.933,0.88,0.988,0.01849,0.0303277014309593
all,CO2,NORMA_q_age,mortality,first,binary,82454,8617,abnormal,1.742,1.667,1.821,0.0,2.737241022918582e-131
all,CO2,NORMA_q_age,mortality,first,z,82454,8617,z,1.311,1.279,1.344,0.0,1.2430043844846175e-102
all,CO2,NORMA_q_age,mortality,first,category,82454,8617,low,2.93,2.793,3.074,0.0,0.0
all,CO2,NORMA_q_age,mortality,first,category,82454,8617,high,0.943,0.89,1.0,0.05027,0.072761996883234
all,CO2,NORMA_q_age_set_co,mortality,first,binary,82454,8617,abnormal,1.729,1.654,1.809,0.0,2.3713495704876707e-125
all,CO2,NORMA_q_age_set_co,mortality,first,z,82454,8617,z,1.359,1.33,1.387,0.0,1.5558307998683597e-180
all,CO2,NORMA_q_age_set_co,mortality,first,category,82454,8617,low,2.823,2.69,2.963,0.0,0.0
all,CO2,NORMA_q_age_set_co,mortality,first,category,82454,8617,high,0.947,0.893,1.004,0.06876,0.09466693137432
all,CRE,PopRI,mortality,first,binary,64626,5863,abnormal,1.678,1.592,1.768,0.0,4.7612269963505815e-82
all,CRE,PopRI,mortality,first,z,64626,5863,z,1.197,1.181,1.214,0.0,1.3878622345750683e-148
all,CRE,PopRI,mortality,first,category,64626,5863,low,0.883,0.812,0.959,0.00336,0.0061325136624217
all,CRE,PopRI,mortality,first,category,64626,5863,high,2.191,2.073,2.316,0.0,3.4569978480424794e-168
all,CRE,PerRI,mortality,first,binary,64596,5861,abnormal,1.759,1.665,1.858,0.0,2.257140295840487e-89
all,CRE,PerRI,mortality,first,z,64596,5861,z,1.201,1.182,1.219,0.0,3.4984748633999865e-118
all,CRE,PerRI,mortality,first,category,64596,5861,low,1.123,1.043,1.209,0.002,0.0038042097207385
all,CRE,PerRI,mortality,first,category,64596,5861,high,2.275,2.145,2.412,0.0,1.0972343422014522e-165
all,CRE,Cohen_m2,mortality,first,binary,64626,5863,abnormal,1.676,1.587,1.77,0.0,7.406237190731942e-76
all,CRE,Cohen_m2,mortality,first,z,64626,5863,z,1.273,1.249,1.297,0.0,1.2161823023608482e-137
all,CRE,Cohen_m2,mortality,first,category,64626,5863,low,1.001,0.929,1.078,0.98575,0.9886390220271744
all,CRE,Cohen_m2,mortality,first,category,64626,5863,high,2.279,2.15,2.416,0.0,8.866316504159046e-168
all,CRE,Cohen_m3,mortality,first,binary,64626,5863,abnormal,1.675,1.585,1.77,0.0,2.061707734327768e-74
all,CRE,Cohen_m3,mortality,first,z,64626,5863,z,1.257,1.233,1.281,0.0,2.102283041805419e-123
all,CRE,Cohen_m3,mortality,first,category,64626,5863,low,1.016,0.944,1.093,0.67045,0.7000109325868217
all,CRE,Cohen_m3,mortality,first,category,64626,5863,high,2.296,2.164,2.435,0.0,2.314632098258344e-167
all,CRE,Cohen_m4,mortality,first,binary,64626,5863,abnormal,1.617,1.527,1.712,0.0,2.177109382000028e-60
all,CRE,Cohen_m4,mortality,first,z,64626,5863,z,1.189,1.172,1.206,0.0,1.032127624021825e-127
all,CRE,Cohen_m4,mortality,first,category,64626,5863,low,1.023,0.952,1.099,0.53552,0.5753674076140365
all,CRE,Cohen_m4,mortality,first,category,64626,5863,high,2.274,2.139,2.418,0.0,1.4871779587172222e-151
all,CRE,Gaussian_mle,mortality,first,binary,63918,5792,abnormal,1.707,1.617,1.803,0.0,6.115986215801609e-82
all,CRE,Gaussian_mle,mortality,first,z,63918,5792,z,1.137,1.125,1.148,0.0,6.6503919724255725e-139
all,CRE,Gaussian_mle,mortality,first,category,63918,5792,low,0.973,0.899,1.053,0.49369,0.5352794560374764
all,CRE,Gaussian_mle,mortality,first,category,63918,5792,high,2.228,2.103,2.359,0.0,1.1779700238868698e-163
all,CRE,Gaussian_trunc,mortality,first,binary,63918,5792,abnormal,1.561,1.472,1.655,0.0,8.544134578495028e-50
all,CRE,Gaussian_trunc,mortality,first,z,63918,5792,z,1.116,1.104,1.128,0.0,9.826083008276871e-95
all,CRE,Gaussian_trunc,mortality,first,category,63918,5792,low,1.118,1.031,1.214,0.00735,0.0129127547432878
all,CRE,Gaussian_trunc,mortality,first,category,63918,5792,high,1.753,1.65,1.862,0.0,8.410313277823842e-73
all,CRE,Gaussian_eb,mortality,first,binary,64626,5863,abnormal,1.728,1.638,1.824,0.0,5.892765387036133e-88
all,CRE,Gaussian_eb,mortality,first,z,64626,5863,z,1.176,1.163,1.189,0.0,3.2158931651085154e-176
all,CRE,Gaussian_eb,mortality,first,category,64626,5863,low,0.951,0.878,1.031,0.22163,0.267767597377867
all,CRE,Gaussian_eb,mortality,first,category,64626,5863,high,2.262,2.138,2.394,0.0,4.988932029363644e-175
all,CRE,NORMA_q_age_set,mortality,first,binary,64626,5863,abnormal,1.694,1.607,1.787,0.0,2.8050848333727416e-83
all,CRE,NORMA_q_age_set,mortality,first,z,64626,5863,z,1.302,1.276,1.328,0.0,3.66126074522661e-148
all,CRE,NORMA_q_age_set,mortality,first,category,64626,5863,low,0.909,0.837,0.987,0.02294,0.0365017683425205
all,CRE,NORMA_q_age_set,mortality,first,category,64626,5863,high,2.199,2.08,2.326,0.0,9.163514317773499e-167
all,CRE,NORMA_334f7e21,mortality,first,binary,64626,5863,abnormal,1.681,1.593,1.772,0.0,1.6315684328768416e-80
all,CRE,NORMA_334f7e21,mortality,first,z,64626,5863,z,1.252,1.23,1.273,0.0,6.064240940366708e-144
all,CRE,NORMA_334f7e21,mortality,first,category,64626,5863,low,0.899,0.828,0.977,0.01156,0.0197160390711436
all,CRE,NORMA_334f7e21,mortality,first,category,64626,5863,high,2.183,2.064,2.309,0.0,2.5898005882820768e-163
all,CRE,NORMA_q_age,mortality,first,binary,64626,5863,abnormal,1.709,1.62,1.802,0.0,1.633275699263206e-85
all,CRE,NORMA_q_age,mortality,first,z,64626,5863,z,1.267,1.244,1.29,0.0,4.6062248350761386e-144
all,CRE,NORMA_q_age,mortality,first,category,64626,5863,low,0.92,0.848,0.999,0.04618,0.0673341122134778
all,CRE,NORMA_q_age,mortality,first,category,64626,5863,high,2.221,2.1,2.349,0.0,4.563312196223495e-170
all,CRE,NORMA_q_age_set_co,mortality,first,binary,64626,5863,abnormal,1.672,1.585,1.764,0.0,5.345931405779251e-78
all,CRE,NORMA_q_age_set_co,mortality,first,z,64626,5863,z,1.21,1.189,1.23,0.0,3.75160174590203e-105
all,CRE,NORMA_q_age_set_co,mortality,first,category,64626,5863,low,0.923,0.852,1.0,0.04883,0.0708460193451777
all,CRE,NORMA_q_age_set_co,mortality,first,category,64626,5863,high,2.195,2.074,2.322,0.0,2.5460089022263936e-162
all,DBIL,PopRI,mortality,first,binary,1230,209,abnormal,1.362,1.012,1.833,0.04153,0.0569893796195604
all,DBIL,PopRI,mortality,first,z,1230,209,z,1.053,1.013,1.094,0.00909,0.0114844119697652
all,DBIL,PopRI,mortality,first,category,1230,209,low,0.872,0.521,1.462,0.60424,0.641052801929416
all,DBIL,PopRI,mortality,first,category,1230,209,high,1.484,1.096,2.011,0.01073,0.0184611215831688
all,DBIL,PerRI,mortality,first,binary,1126,189,abnormal,1.218,0.892,1.665,0.21491,0.2568842892797255
all,DBIL,PerRI,mortality,first,z,1126,189,z,0.988,0.874,1.117,0.85218,0.8833198938556392
all,DBIL,PerRI,mortality,first,category,1126,189,low,0.572,0.319,1.029,0.06216,0.0868373735044953
all,DBIL,PerRI,mortality,first,category,1126,189,high,1.406,1.023,1.931,0.0355,0.0527970650396524
all,DBIL,Cohen_m2,mortality,first,binary,1230,209,abnormal,1.109,0.808,1.52,0.52248,0.5669450501643656
